name,photo,location,rate,title,text
Clinton B,NO photo,CA,2 stars: Poor,Not impressed with Dropbox for Business,Not impressed with 630/year minimum Dropbox Business.  Sharing folders doesnt work as expected cant share a parent of a shared folder so then I have to move them into a Teams workspace do they realize I am now dragging and dropping 40GB folders because their system fails to work Allow a team member to access your folder... doesnt happen until they manually click the notification  annoying Just a poorly managed retail product without business class reliability.
Sideris Planet,NO photo,GR,1 star: Bad,THE WORST,The worst program. You can unsync files and when sync means if you delete something from the dropbox folder it will fully delete the real one too. Also it syncs important files meaning it gives danger on your computer.
Zachris Jntti,NO photo,FI,1 star: Bad,THEY WILL DELETE YOUR FILES FOR INACTIVITY,I had a long break from using Dropbox which contained all of my backup files from my studies at university. Dropbox deleted all of my files for having been inactive. Incredible. Exactly the opposite of what you should expect  in fact it would have been better not to have used Dropbox at all since all my files are now lost. To be fair Dropbox did inform me of this by email but I had just changed my email address and only found out when trying to access my backups that everything had been deleted. This policy should be something to tell potential customers UP FRONT before they set up an account. Wouldnt trust Dropbox at all after this will be using Google Drive. Extremely disappointing.
Anthony Dolphin,NO photo,GB,1 star: Bad,Wretched program,Wretched program. Has got worse with every new and pointless iteration. Syncing is murderously slow. Interface is absolutely dreadful. OneDrive is cheaper quicker safer cleaner.
Andrew,NO photo,GB,1 star: Bad,The support at dropbox is a bad joke.,The support at dropbox is a bad joke.I had an issue with one of their service.After two months and exchanging a couple emails there is absolutely no progress in solving the case.The dont even care to look into my problem at all. All the support does is send me the same question: Is it still not workingIt takes a month for them to reply with a meaningless response and then I have 48 hours to react otherwise theyll close the unresolved case.
Domenico,NO photo,IT,1 star: Bad,penosi  barboni,penosi ho caricato 2 video lo spazio  esaurito barboni
Chris Leavenworth,NO photo,US,1 star: Bad,12 years of files and folders,12 years of files and folders compromised. It couldnt be worse. Syncing issues are massive gaps in the dropbox workflow.
Duncan Morrison,NO photo,US,1 star: Bad,Dropbox will scatter your files,Recently downloaded the new version of dropbox to a new company laptop. After the install and subsequent sync many of my files are missing or have been moved. I found a bunch of them in my deleted items folder. Dropbox used to be functional this is the worst time sucking software Ive ever used. Still working at rebuilding my company ID card database. Dont try it...
Mick Penney,NO photo,AU,1 star: Bad,Terrible arrogant sofware,One of those programs that thinks it knows more about what you want than you do. It my case it starting uploading files to dropbox uninvited and tried to download thousands of files to my PC without even telling me let alone asking. Options seem to be deliberately hidden within the menu structure completely unintuitive and there is no useful documentation. Then when I wanted it to stop uploading unwanted files to dropbox I had to contact three people over two hours via their support program before I found somebody who knew how to do it  and it was just check a box through the ridiculous menu system. Avoid
Leif Srensen,https://userimages.trustpilot.com/512a2770000064000131edaa/73x73.png,DK,1 star: Bad,Dropbox vil styre din filhndtering,Ville kopiere filer til dropbox som reserve men overfrte filer og slettede fra onedrive. Fik dog kopieret tilbage.Overtog screenshot fra Onedrive af sig selv.Som om man mister kontrol over sine filer.Jeg sletter dropbox nu.
Freddie Frantos,NO photo,GB,1 star: Bad,Terrible user interface,Terrible user interface avoid this application at all cost.
boudinet M,NO photo,FR,3 stars: Average,Personnellement,Personnellement jetais trs satisfait de dropbox install sur nos trois ordis nos deux tablettes nos deux smartphones.Jusquau jour ou suite a un plantage jai du rinstaller Windows sur lordi principal et l message pas plus de trois appareilsJai voulu passer  la version payante mais quand jai vu le prix par rapport  mon usage jai abandonn.Leur politique de prix nest pas assez progressive.
Kirill Lucenko,https://userimages.trustpilot.com/5e07061f31bb5a31d991389a/73x73.png,No Location,1 star: Bad,Never use this terrible service,I never left bad reviews. This one will be the first. Never use this terrible service They are ridiculously frustrating
Maham Sabbaghian,NO photo,No Location,1 star: Bad,I have a paid subscription to Dropbox,I have a paid subscription to Dropbox but every hour a notification pops up to upgrade. How many thousand times you can cancel and say no finally by mistake you click OK and here you go you get an upgrade that you really dont need. I pay over a 100 per year already and hardly have any files there. looks like some jurk at Dropbox thinks this is the only way to increase revenue. I am looking to replace Dropbox although I have prepaid for the entire year.
Gustav Berner,NO photo,No Location,1 star: Bad,fraudulent chargs,Was charged for a full year when I believed I would only be charged monthly.
Jim McCarthy,https://userimages.trustpilot.com/5f904f4f83a612001afd8b42/73x73.png,No Location,1 star: Bad,Dont waste your money Im outta here.,Something changed and they have gone from just ok to crap. Actually its time for me to just move away from this mess especially after viewing/using other competitors sites. DB somehow managed to make their flow into a convoluted mess. Its time to go.
kim,NO photo,No Location,4 stars: Great,i find this a great resource and easy,i find this a great resource and easy to use. i dont use it often but get to get my files from other places easily
Robert Hunt,https://userimages.trustpilot.com/5107c27d00006400012f1922/73x73.png,GB,1 star: Bad,Messes up files WITHOUT WARNING on filename characters it doesnt like,Fails on filename characters it doesnt like doesnt warn you then messes up folder structureUse of an ampersand   character  in a file or folder name stops sync. No warning. Then it messes up your files and folders in varied ways between machines. I successfully renamed a folder using the  character allowed by Windows. On the original machine it kept them in the correct newly named place all green ticks after a sync and then it updated correctly on the second Windows 10 machine but on the third Windows 10 machine it split my folder into two folders one old and new and distributed the contents into the two different places  this maybe was because the third machine couldnt update via LAN and had to use WAN but this shouldnt have made any difference.No warning message was issued by the app nor any explanation so i spent two hours on the chat to support in emergency panicking about where my files had gone. Once diagnosed they said they had decided not to do anything to their software  such as warning the user in a dialog  because it was 50 windows fault. Its not windows fault Windows allowed that character in a file name And even if it was Dropbox should have indicated it had a sync issue.  Plus once you have figured out after two hours whats happening you have to trawl through files to find the offending one and it isnt always directly in the exact subfolder caused solely by the problem you get unpredictable faults so its extremely hard to locate the issue. Also it used to stop the mobile app downloading for offline viewing but again it doesnt tell you nor does it tell you why and it stalls the updates on the app without telling you whenwhere or why In all these cases a warning to the user which also points to the file or folder causing the issue would be very simple to develop. It would solve the hours of panic and distress caused by wondering where my files had suddenly gone.
